client_id,district_id,client_age,client_gender,age_group,district_name,region,pop_size,no_of_municip<499,no_of_municip<2000,no_of_municip<10000 ,no_of_municip>10000,no_cities,ratio_urban,avg_salary,unemploymant_95,unemploymant_96,no_of_enterpreneurs,no_crimes_95,no_crimes_96,disp_id,account_id,disp_type,card_id,card_type,card_issued,card_issue_year,card_issue_month,statement_freq,account_date,loan_id,amount_x,duration,payments,status,loan_month,loan_year,tot_trans_amount,tot_trans_count,tot_order_amount,tot_order_count,amount_y,ord_HOUSEHOLD_PAYMENT,ord_INSURANCE_PAYMENT,ord_LEASING_PAYMENT,ord_LOAN_PAYMENT,ord_UNKNOWN,LOS,Target
94,43,52.0,M,50.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,94,80,OWNER,,,,,,monthly issuance,1995-09-27,,,,,,,,243699.10000000015,176,2252.0,1.0,2252.0,2252.0,0.0,0.0,0.0,0.0,4.0,
95,43,47.0,F,40.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,95,80,DISPONENT,,,,,,monthly issuance,1995-09-27,,,,,,,,243699.10000000015,176,2252.0,1.0,2252.0,2252.0,0.0,0.0,0.0,0.0,4.0,
96,74,28.0,M,20.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,96,81,OWNER,,,,,,monthly issuance,1996-07-18,,,,,,,,235062.60000000018,217,2056.0,3.0,2056.0,1765.0,229.0,0.0,0.0,62.0,3.0,
97,26,34.0,M,30.0,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,97,82,OWNER,,,,,,monthly issuance,1994-05-03,,,,,,,,4840822.300000001,332,,,,,,,,,6.0,
98,33,27.0,F,20.0,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,98,83,OWNER,,,,,,monthly issuance,1993-04-16,,,,,,,,1417958.1000000008,431,6150.0,2.0,6150.0,2210.0,0.0,0.0,0.0,3940.0,7.0,
99,33,27.0,M,20.0,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,99,83,DISPONENT,,,,,,monthly issuance,1993-04-16,,,,,,,,1417958.1000000008,431,6150.0,2.0,6150.0,2210.0,0.0,0.0,0.0,3940.0,7.0,
100,44,57.0,F,50.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,100,84,OWNER,,,,,,issuance after transaction,1995-12-25,,,,,,,,2374913.6,211,14161.0,2.0,14161.0,12452.0,0.0,1709.0,0.0,0.0,4.0,
101,68,57.0,M,50.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,101,85,OWNER,,,,,,monthly issuance,1997-03-23,,,,,,,,311173.70000000007,108,5623.0,2.0,5623.0,3831.0,0.0,1792.0,0.0,0.0,3.0,
102,74,41.0,F,40.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,102,86,OWNER,,,,,,monthly issuance,1993-03-07,,,,,,,,444893.79999999935,410,2162.0,2.0,2162.0,1002.0,0.0,0.0,0.0,1160.0,7.0,
103,74,45.0,M,40.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,103,86,DISPONENT,,,,,,monthly issuance,1993-03-07,,,,,,,,444893.79999999935,410,2162.0,2.0,2162.0,1002.0,0.0,0.0,0.0,1160.0,7.0,
105,31,20.0,M,20.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,105,88,OWNER,,,,,,monthly issuance,1996-07-03,,,,,,,,184674.30000000008,140,2268.0,1.0,2268.0,2268.0,0.0,0.0,0.0,0.0,3.0,
106,68,31.0,F,30.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,106,89,OWNER,,,,,,monthly issuance,1997-09-25,,,,,,,,159211.90000000008,61,,,,,,,,,2.0,
107,1,28.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,107,90,OWNER,,,,,,monthly issuance,1994-07-13,,,,,,,,2839833.8000000017,457,9882.0,4.0,9882.0,2774.0,4372.0,0.0,0.0,2736.0,5.0,
108,17,36.0,M,30.0,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,108,91,OWNER,,,,,,monthly issuance,1996-11-06,,,,,,,,537083.7999999998,79,,,,,,,,,3.0,
110,2,33.0,F,30.0,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,110,93,OWNER,,,,,,monthly issuance,1996-06-12,,,,,,,,488768.0999999996,143,,,,,,,,,4.0,
112,1,65.0,M,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,112,95,OWNER,14.0,classic,1996-02-17,1996.0,2.0,monthly issuance,1995-03-30,,,,,,,,2284009.900000002,217,,,,,,,,,5.0,
113,1,59.0,F,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,113,95,DISPONENT,,,,,,monthly issuance,1995-03-30,,,,,,,,2284009.900000002,217,,,,,,,,,5.0,
114,74,31.0,F,30.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,114,96,OWNER,15.0,classic,1995-03-05,1995.0,3.0,monthly issuance,1993-02-18,,,,,,,,6749838.999999993,661,8160.1,5.0,8160.1,908.0,46.0,4422.1,0.0,2784.0,7.0,
115,74,30.0,M,30.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,115,96,DISPONENT,,,,,,monthly issuance,1993-02-18,,,,,,,,6749838.999999993,661,8160.1,5.0,8160.1,908.0,46.0,4422.1,0.0,2784.0,7.0,
116,74,58.0,M,50.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,116,97,OWNER,16.0,classic,1998-06-23,1998.0,6.0,monthly issuance,1996-05-05,4986.0,102876.0,12.0,8573.0,A,8.0,1997.0,1229256.3999999997,274,12438.0,5.0,12438.0,1436.0,3.0,0.0,8573.0,2426.0,4.0,1.0
117,74,63.0,F,60.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,117,97,DISPONENT,,,,,,monthly issuance,1996-05-05,4986.0,102876.0,12.0,8573.0,A,8.0,1997.0,1229256.3999999997,274,12438.0,5.0,12438.0,1436.0,3.0,0.0,8573.0,2426.0,4.0,1.0
118,55,78.0,M,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,118,98,OWNER,,,,,,monthly issuance,1997-05-02,,,,,,,,172399.99999999997,106,2318.0,2.0,2318.0,2318.0,0.0,0.0,0.0,0.0,3.0,
119,55,78.0,F,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,119,98,DISPONENT,,,,,,monthly issuance,1997-05-02,,,,,,,,172399.99999999997,106,2318.0,2.0,2318.0,2318.0,0.0,0.0,0.0,0.0,3.0,
120,1,24.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,120,99,OWNER,,,,,,monthly issuance,1995-06-27,,,,,,,,2513972.100000003,248,9185.0,2.0,9185.0,4503.0,0.0,0.0,0.0,4682.0,5.0,
121,41,21.0,F,20.0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,121,100,OWNER,,,,,,monthly issuance,1993-12-28,,,,,,,,1691589.5000000014,405,7927.0,2.0,7927.0,598.0,0.0,0.0,0.0,7329.0,6.0,
122,35,36.0,F,30.0,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,122,101,OWNER,,,,,,monthly issuance,1996-04-16,,,,,,,,1278555.4,208,8892.0,2.0,8892.0,8037.0,0.0,0.0,0.0,855.0,4.0,
123,11,31.0,M,30.0,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,123,102,OWNER,,,,,,monthly issuance,1993-10-16,,,,,,,,1768074.4000000015,319,11120.2,3.0,11120.2,3373.0,0.0,0.0,7370.2,377.0,6.0,
124,44,32.0,M,30.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,124,103,OWNER,,,,,,monthly issuance,1996-03-10,4988.0,265320.0,36.0,7370.0,D,12.0,1997.0,1714751.3000000007,185,7370.2,1.0,7370.2,0.0,0.0,0.0,7370.2,0.0,4.0,0.0
125,37,63.0,M,60.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,125,104,OWNER,,,,,,monthly issuance,1993-04-15,,,,,,,,402613.0999999996,385,2042.0,2.0,2042.0,578.0,0.0,0.0,0.0,1464.0,7.0,
126,37,70.0,F,70.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,126,104,DISPONENT,,,,,,monthly issuance,1993-04-15,,,,,,,,402613.0999999996,385,2042.0,2.0,2042.0,578.0,0.0,0.0,0.0,1464.0,7.0,
127,21,49.0,F,40.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,127,105,OWNER,17.0,classic,1998-06-07,1998.0,6.0,monthly issuance,1997-07-10,4989.0,352704.0,48.0,7348.0,C,12.0,1998.0,493759.8999999998,59,7348.0,1.0,7348.0,0.0,0.0,0.0,7348.0,0.0,2.0,1.0
128,63,27.0,F,20.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,128,106,OWNER,18.0,classic,1995-08-25,1995.0,8.0,monthly issuance,1994-11-27,,,,,,,,1854776.600000002,282,3735.0,1.0,3735.0,3735.0,0.0,0.0,0.0,0.0,5.0,
129,64,53.0,F,50.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,129,107,OWNER,,,,,,monthly issuance,1993-11-05,,,,,,,,1057995.199999999,476,4554.0,3.0,4554.0,2015.0,959.0,0.0,0.0,1580.0,6.0,
130,53,58.0,M,50.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,130,108,OWNER,19.0,classic,1997-09-09,1997.0,9.0,monthly issuance,1995-03-10,,,,,,,,1532824.5000000005,241,4803.0,1.0,4803.0,4803.0,0.0,0.0,0.0,0.0,5.0,
131,53,23.0,F,20.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,131,109,OWNER,20.0,classic,1998-12-02,1998.0,12.0,monthly issuance,1997-04-20,,,,,,,,203518.1,113,,,,,,,,,3.0,
132,36,47.0,M,40.0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,132,110,OWNER,21.0,classic,1998-02-26,1998.0,2.0,monthly issuance,1996-07-17,4990.0,162576.0,36.0,4516.0,C,9.0,1997.0,1429397.7000000002,209,7664.0,3.0,7664.0,3050.0,0.0,0.0,4516.0,98.0,3.0,1.0
134,6,68.0,M,60.0,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,134,112,OWNER,,,,,,monthly issuance,1993-03-12,,,,,,,,884698.6999999989,356,2051.0,1.0,2051.0,2051.0,0.0,0.0,0.0,0.0,7.0,
135,6,61.0,F,60.0,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,135,112,DISPONENT,,,,,,monthly issuance,1993-03-12,,,,,,,,884698.6999999989,356,2051.0,1.0,2051.0,2051.0,0.0,0.0,0.0,0.0,7.0,
136,55,79.0,F,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,136,113,OWNER,,,,,,monthly issuance,1996-07-22,,,,,,,,351151.9,136,3146.0,1.0,3146.0,3146.0,0.0,0.0,0.0,0.0,3.0,
137,60,76.0,M,70.0,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,137,114,OWNER,,,,,,monthly issuance,1997-03-14,,,,,,,,155708.90000000005,103,2123.0,2.0,2123.0,2123.0,0.0,0.0,0.0,0.0,3.0,
138,54,27.0,F,20.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,138,115,OWNER,22.0,classic,1997-01-11,1997.0,1.0,monthly issuance,1993-03-19,,,,,,,,1235573.9999999998,376,5110.0,1.0,5110.0,5110.0,0.0,0.0,0.0,0.0,7.0,
139,8,40.0,F,40.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,139,116,OWNER,,,,,,monthly issuance,1996-03-21,,,,,,,,1607829.2000000004,178,6456.0,2.0,6456.0,5529.0,0.0,927.0,0.0,0.0,4.0,
140,8,39.0,M,30.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,140,116,DISPONENT,,,,,,monthly issuance,1996-03-21,,,,,,,,1607829.2000000004,178,6456.0,2.0,6456.0,5529.0,0.0,927.0,0.0,0.0,4.0,
141,31,74.0,M,70.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,141,117,OWNER,,,,,,monthly issuance,1993-09-05,,,,,,,,623402.5999999992,330,2329.0,1.0,2329.0,2329.0,0.0,0.0,0.0,0.0,6.0,
142,68,63.0,M,60.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,142,118,OWNER,,,,,,monthly issuance,1997-09-18,,,,,,,,134555.80000000005,73,2449.0,1.0,2449.0,2449.0,0.0,0.0,0.0,0.0,2.0,
143,27,21.0,M,20.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,143,119,OWNER,,,,,,monthly issuance,1993-05-25,,,,,,,,3110253.4000000036,395,8252.0,1.0,8252.0,8252.0,0.0,0.0,0.0,0.0,7.0,
144,65,41.0,M,40.0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,144,120,OWNER,,,,,,weekly issuance,1995-06-16,,,,,,,,2127815.9,245,5864.0,2.0,5864.0,3965.0,0.0,1899.0,0.0,0.0,5.0,
145,55,22.0,M,20.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,145,121,OWNER,,,,,,monthly issuance,1997-10-11,,,,,,,,117127.70000000003,92,2116.0,3.0,2116.0,794.0,393.0,0.0,0.0,929.0,2.0,
146,31,38.0,F,30.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,146,122,OWNER,23.0,classic,1998-10-03,1998.0,10.0,monthly issuance,1996-10-30,,,,,,,,1244001.2000000002,110,,,,,,,,,3.0,
147,21,66.0,F,60.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,147,123,OWNER,,,,,,monthly issuance,1993-03-13,,,,,,,,654432.599999999,334,3016.0,1.0,3016.0,3016.0,0.0,0.0,0.0,0.0,7.0,
148,21,59.0,M,50.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,148,123,DISPONENT,,,,,,monthly issuance,1993-03-13,,,,,,,,654432.599999999,334,3016.0,1.0,3016.0,3016.0,0.0,0.0,0.0,0.0,7.0,
149,55,52.0,M,50.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,149,124,OWNER,,,,,,monthly issuance,1997-12-28,,,,,,,,89502.30000000002,70,1993.0,3.0,1993.0,447.0,971.0,0.0,0.0,575.0,2.0,
150,2,19.0,F,10.0,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,150,125,OWNER,,,,,,issuance after transaction,1996-09-07,,,,,,,,1902746.4000000004,150,4422.1,1.0,4422.1,0.0,0.0,4422.1,0.0,0.0,3.0,
151,51,28.0,F,20.0,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,151,126,OWNER,,,,,,monthly issuance,1993-10-23,,,,,,,,3166473.4000000027,335,7384.0,1.0,7384.0,7384.0,0.0,0.0,0.0,0.0,6.0,
152,29,54.0,F,50.0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,152,127,OWNER,,,,,,monthly issuance,1994-02-02,,,,,,,,387642.99999999977,274,2242.0,1.0,2242.0,2242.0,0.0,0.0,0.0,0.0,6.0,
153,13,19.0,F,10.0,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,153,128,OWNER,24.0,junior,1996-08-05,1996.0,8.0,monthly issuance,1993-02-19,,,,,,,,814869.8999999987,399,,,,,,,,,7.0,
154,74,66.0,M,60.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,154,129,OWNER,,,,,,monthly issuance,1997-10-01,,,,,,,,193875.40000000008,67,3417.0,1.0,3417.0,3417.0,0.0,0.0,0.0,0.0,2.0,
155,74,61.0,F,60.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,155,129,DISPONENT,,,,,,monthly issuance,1997-10-01,,,,,,,,193875.40000000008,67,3417.0,1.0,3417.0,3417.0,0.0,0.0,0.0,0.0,2.0,
156,54,69.0,F,60.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,156,130,OWNER,,,,,,monthly issuance,1997-02-12,,,,,,,,275453.8,103,3969.0,1.0,3969.0,3969.0,0.0,0.0,0.0,0.0,3.0,
157,52,57.0,F,50.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,157,131,OWNER,,,,,,monthly issuance,1995-06-13,,,,,,,,955768.9999999993,212,6904.0,1.0,6904.0,6904.0,0.0,0.0,0.0,0.0,5.0,
158,40,55.0,F,50.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,158,132,OWNER,25.0,classic,1997-12-06,1997.0,12.0,issuance after transaction,1996-05-11,4996.0,88440.0,12.0,7370.0,A,11.0,1996.0,2535955.099999999,198,7370.2,1.0,7370.2,0.0,0.0,0.0,7370.2,0.0,4.0,1.0
159,40,61.0,M,60.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,159,132,DISPONENT,,,,,,issuance after transaction,1996-05-11,4996.0,88440.0,12.0,7370.0,A,11.0,1996.0,2535955.099999999,198,7370.2,1.0,7370.2,0.0,0.0,0.0,7370.2,0.0,4.0,1.0
160,64,58.0,F,50.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,160,133,OWNER,,,,,,weekly issuance,1997-10-11,,,,,,,,1341992.3000000003,113,13160.0,3.0,13160.0,4943.0,0.0,3094.0,0.0,5123.0,2.0,
161,34,56.0,F,50.0,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,161,134,OWNER,26.0,classic,1998-09-14,1998.0,9.0,monthly issuance,1997-12-10,,,,,,,,235735.5000000001,48,,,,,,,,,2.0,
162,65,58.0,M,50.0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,162,135,OWNER,,,,,,monthly issuance,1993-06-15,,,,,,,,742483.999999999,326,,,,,,,,,7.0,
163,74,67.0,M,60.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,163,136,OWNER,,,,,,monthly issuance,1996-05-14,,,,,,,,374618.29999999976,152,2932.0,1.0,2932.0,2932.0,0.0,0.0,0.0,0.0,4.0,
164,70,38.0,F,30.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,164,137,OWNER,,,,,,monthly issuance,1996-07-19,,,,,,,,1422931.7000000002,181,4251.0,2.0,4251.0,3464.0,0.0,0.0,0.0,787.0,3.0,
165,22,31.0,M,30.0,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,165,138,OWNER,,,,,,monthly issuance,1995-09-19,,,,,,,,54000.0,24,,,,,,,,,4.0,
166,22,38.0,F,30.0,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,166,138,DISPONENT,,,,,,monthly issuance,1995-09-19,,,,,,,,54000.0,24,,,,,,,,,4.0,
167,38,22.0,F,20.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,167,139,OWNER,27.0,junior,1998-11-15,1998.0,11.0,weekly issuance,1997-05-15,,,,,,,,1334275.6,98,,,,,,,,,3.0,
168,24,23.0,F,20.0,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,168,140,OWNER,,,,,,monthly issuance,1996-06-25,,,,,,,,333222.5999999999,66,,,,,,,,,4.0,
169,38,46.0,M,40.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,169,141,OWNER,,,,,,monthly issuance,1996-03-06,,,,,,,,2190432.800000001,241,14985.5,4.0,14985.5,3462.0,6716.0,3016.5,0.0,1791.0,4.0,
170,38,54.0,F,50.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,170,141,DISPONENT,,,,,,monthly issuance,1996-03-06,,,,,,,,2190432.800000001,241,14985.5,4.0,14985.5,3462.0,6716.0,3016.5,0.0,1791.0,4.0,
171,51,71.0,M,70.0,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,171,142,OWNER,,,,,,monthly issuance,1993-02-15,,,,,,,,629122.3999999992,349,1845.0,1.0,1845.0,1845.0,0.0,0.0,0.0,0.0,7.0,
172,51,64.0,F,60.0,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,172,142,DISPONENT,,,,,,monthly issuance,1993-02-15,,,,,,,,629122.3999999992,349,1845.0,1.0,1845.0,1845.0,0.0,0.0,0.0,0.0,7.0,
173,21,81.0,F,80.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,173,143,OWNER,,,,,,monthly issuance,1996-11-27,,,,,,,,227380.90000000005,114,2272.0,1.0,2272.0,2272.0,0.0,0.0,0.0,0.0,3.0,
174,10,21.0,M,20.0,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,174,144,OWNER,28.0,junior,1998-01-22,1998.0,1.0,weekly issuance,1997-04-03,,,,,,,,1533259.6,122,,,,,,,,,3.0,
175,31,39.0,M,30.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,175,145,OWNER,,,,,,monthly issuance,1996-01-03,,,,,,,,658679.0999999996,204,4815.0,1.0,4815.0,4815.0,0.0,0.0,0.0,0.0,4.0,
176,4,71.0,M,70.0,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,176,146,OWNER,,,,,,monthly issuance,1993-09-02,,,,,,,,780271.1999999993,305,3823.0,1.0,3823.0,3823.0,0.0,0.0,0.0,0.0,6.0,
178,8,39.0,M,30.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,178,148,OWNER,,,,,,monthly issuance,1993-06-21,,,,,,,,440791.6999999998,445,2312.0,3.0,2312.0,487.0,1736.0,0.0,0.0,89.0,7.0,
179,43,19.0,M,10.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,179,149,OWNER,,,,,,monthly issuance,1997-11-16,,,,,,,,122913.90000000005,62,,,,,,,,,2.0,
180,73,18.0,M,10.0,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,180,150,OWNER,,,,,,monthly issuance,1995-03-16,,,,,,,,544393.9999999995,244,,,,,,,,,5.0,
181,76,33.0,M,30.0,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,181,151,OWNER,,,,,,monthly issuance,1993-09-06,,,,,,,,722577.3999999991,394,3079.0,2.0,3079.0,411.0,0.0,0.0,0.0,2668.0,6.0,
182,76,40.0,F,40.0,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,182,151,DISPONENT,,,,,,monthly issuance,1993-09-06,,,,,,,,722577.3999999991,394,3079.0,2.0,3079.0,411.0,0.0,0.0,0.0,2668.0,6.0,
183,1,22.0,F,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,183,152,OWNER,,,,,,monthly issuance,1996-04-12,,,,,,,,401486.5999999998,196,3419.0,2.0,3419.0,426.0,0.0,0.0,0.0,2993.0,4.0,
184,1,28.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,184,152,DISPONENT,,,,,,monthly issuance,1996-04-12,,,,,,,,401486.5999999998,196,3419.0,2.0,3419.0,426.0,0.0,0.0,0.0,2993.0,4.0,
185,77,46.0,M,40.0,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,185,153,OWNER,,,,,,monthly issuance,1993-09-19,,,,,,,,1887223.200000002,336,4544.0,1.0,4544.0,4544.0,0.0,0.0,0.0,0.0,6.0,
186,46,39.0,F,30.0,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,186,154,OWNER,,,,,,monthly issuance,1994-06-21,,,,,,,,1594109.1000000015,316,3891.0,1.0,3891.0,3891.0,0.0,0.0,0.0,0.0,6.0,
187,58,57.0,M,50.0,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,187,155,OWNER,,,,,,monthly issuance,1995-11-07,,,,,,,,464116.89999999973,205,2988.0,1.0,2988.0,2988.0,0.0,0.0,0.0,0.0,4.0,
188,64,39.0,M,30.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,188,156,OWNER,,,,,,monthly issuance,1997-10-22,,,,,,,,84418.0,49,2030.0,1.0,2030.0,2030.0,0.0,0.0,0.0,0.0,2.0,
189,11,80.0,M,80.0,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,189,157,OWNER,,,,,,monthly issuance,1997-03-28,,,,,,,,260418.60000000006,93,3991.0,1.0,3991.0,3991.0,0.0,0.0,0.0,0.0,3.0,
